APOGEE_ID,TELESCOPE,FIELD,SNR,STARFLAG,ASPCAPFLAG,VHELIO_AVG,TEFF,LOGG,FE_H
2M03210760-0107353,apo25m,182-45_MGA,181.89836,0,0,6.0664463,5026.675,2.4905133,-0.49665
2M10164331+0609230,apo25m,237+48_MGA,114.367805,0,0,-23.90417,4970.126,3.604829,-0.028783
2M05470997+5454436,apo25m,158+12,196.77118,0,0,16.164461,4980.219,2.5338304,-0.36888
2M05205685+4927408,apo25m,160+06,259.2752,0,0,-42.998257,4856.418,2.6999776,-0.21676
2M18520809+0117338,apo25m,034+00,107.99399,0,0,8.012749,4742.6313,2.578937,0.19308
2M04275903+3628378,apo25m,165-08,690.947,0,0,-27.272457,4631.508,2.1486044,-0.21873
2M08405571+0425396,apo25m,223+26_MGA,402.30206,0,0,8.373478,5067.8696,3.3962812,-0.10808
2M22093401+1344574,apo25m,073-34_MGA,377.9191,0,0,-98.98107,4835.273,2.4273672,-0.49679
2M01311539+0549427,lco25m,140-55-O,423.4478,0,0,-13.181054,6269.181,4.1636395,-0.0011618001
2M13152938+2740582,apo25m,037+85_MGA,249.34853,0,0,-12.741457,6273.3716,4.313337,0.07704
2M22485952+0619123,apo25m,075-45,565.88306,0,0,-37.802105,4190.219,1.7484977,0.065573
2M13563070-6149215,lco25m,311+00,101.894424,0,0,-43.62742,4522.867,2.4851203,0.18088
2M05503807-7152167,lco25m,282-31-O_TESS,400.7599,0,0,84.23917,6084.1743,4.0940766,0.14864
2M04074216+1450342,apo25m,K2_C4_179-28_btx,647.41846,0,0,74.30188,4671.2324,2.6255631,-0.20361
2M02555788-0736086,apo25m,186-55,358.2579,0,0,28.951706,6033.3877,4.178952,-0.022224
2M06201583+1600123,apo25m,195+00,580.48785,0,0,-3.5515804,4830.9795,2.2739315,-0.41486
2M22245491+6548131,apo25m,109+08,305.1728,0,0,-39.38454,4847.5156,2.4636273,-0.14705
2M18465229-3000100,apo25m,SGRC3,436.62747,0,0,-83.31506,3641.4917,0.709078,-0.12721
2M04084281+3855241,apo25m,CA_160-09_btx,149.01251,0,0,-34.347084,6136.0293,3.9797728,-0.37325
2M16261392+2441085,apo25m,042+43_MGA,301.2062,0,0,-29.342474,4301.6426,2.03869,0.021439
2M19274767+4256575,apo25m,K16_075+11,112.35668,0,0,-65.36693,4716.747,2.5081592,0.093074
2M05082202+4139119,apo25m,165+00,126.65457,0,0,40.324337,4907.8057,2.5409617,-0.35011
2M04402600+2551152,apo25m,TAUL1527,137.51538,0,0,47.78639,4923.1978,3.0561066,-0.14503
2M14270731+4158542,apo25m,074+66_MGA,272.31122,0,0,-0.9876265,5914.275,3.810197,0.14026
2M19230554-2242254,apo25m,K2_C7_016-17,135.21448,0,0,198.84041,4031.0476,1.2088199,-0.58716
2M08490674+1129529,lco25m,M67-S,946.45416,0,0,34.0291,4610.985,2.515407,-0.0573
2M07515824-5242579,lco25m,266-12,283.6948,0,0,74.13703,4088.2805,1.4371939,-0.0060384
2M09110495+1744380,apo25m,212+38_MGA,286.66275,0,0,-106.15781,5070.414,2.360263,-0.77876
2M08011284-6937326,lco25m,283-19-O_TESS,243.90918,0,0,4.9866824,5992.316,4.3105445,0.070265
2M07135887-6022489,lco25m,271-21-O_TESS,189.6709,0,0,-8.01007,5092.3193,3.3960953,-0.064787
2M22151689-0645098,apo25m,K2_C3_055-47_btx,551.92584,0,0,-32.29156,4771.811,2.504191,-0.021207
2M18335978-1314424,apo25m,020-02,333.8593,0,0,9.3834,3801.1213,1.3525245,0.22212
2M05082161-6229329,lco25m,273-35-O_TESS,235.35968,0,0,11.725152,6127.956,4.317034,0.068867
2M04444476-6515327,lco25m,LMC30,154.75404,0,0,240.6676,4107.488,0.8136475,-0.67953
2M01120989+1457200,apo25m,131-48_MGA,348.42685,0,0,-60.286396,4713.496,2.4269936,-0.0091288
2M15360908+4332028,apo25m,070+53_MGA,117.438934,0,0,-33.295437,4749.6455,2.4447143,-0.60148
2M10340257+3547589,apo25m,188+58_MGA,109.1619,0,0,-69.999565,4614.7,2.4123418,-0.39585
2M17051208+2129469,apo25m,043+32_MGA,133.10686,0,0,8.508979,5966.244,4.0178757,-0.028256
2M06544170-1214533,apo25m,225-04,249.09462,0,0,78.83446,4665.36,2.323498,-0.30049
2M09144812+3244515,apo25m,193+43_MGA,445.68823,0,0,-35.627815,6121.205,4.0814176,-0.12654
2M04580717-7008572,lco25m,282-34-O,634.4181,0,0,1.0672265,6225.0474,4.3133187,-0.061179
2M13432531+5538139,apo25m,110+61_MGA,509.8102,0,0,-1.9446889,5185.8335,2.83816,-0.42402
2M05383397-6928496,lco25m,279-32-O,337.56912,0,0,20.698097,6296.225,4.0328064,-0.038
2M05530008+1202138,apo25m,195-08,150.9592,0,0,72.77645,4715.0933,3.0114143,0.0044429
2M17363960-5129524,lco25m,340-10,107.51584,0,0,-33.729885,4200.4463,1.561672,-0.27507
2M06290388-7643386,lco25m,288-28-O_TESS,185.87141,0,0,-4.039256,4772.1104,3.2677712,0.18986
2M17283457-5637444,lco25m,335-12,124.51718,0,0,-54.21197,4740.3203,2.5056899,-0.041142
2M07001890+2500547,apo25m,191+12,380.9603,0,0,10.613199,4509.0,2.0598392,-0.085323
2M17094180+3317513,apo25m,057+35_MGA,142.19412,0,0,-27.277817,5070.0483,2.3795943,-0.72402
2M16152291-2230522,apo25m,K2_C2_352+20_btx,102.82,0,0,-86.6099,4235.991,1.33113,-0.85481
2M06110261-6441333,lco25m,275-29-O_TESS,257.99698,0,0,3.862385,4496.032,2.1436234,-0.35931
2M07532968+6640126,apo25m,150+30,259.0281,0,0,-94.97028,4647.41,2.6410496,-0.3808
2M07520911-6922351,lco25m,282-21-O_TESS,236.12798,0,0,4.6208415,5885.6777,4.082291,0.055413
2M03175698-0056492,apo25m,182-45_MGA,199.50697,0,0,-17.059998,6314.543,4.184948,-0.094317
2M07034499-2054060,lco25m,Tombaugh2,564.9491,0,0,77.25801,3954.8086,0.7746513,-0.70082
2M16351383-2942398,lco25m,350+12,104.45455,0,0,26.130392,4909.7397,2.3933952,-0.48978
2M06000629-7143144,lco25m,282-29-O_TESS,326.26645,0,0,46.282467,4692.533,2.0817661,-0.373
2M23120789+1512150,apo25m,090-42_MGA,305.6704,0,0,19.829304,4757.162,2.4356627,-0.2949
2M14422266-5932585,lco25m,317+00,251.25763,0,0,7.513345,3725.8545,1.1770887,0.21755
2M16211488-5539523,lco25m,330-04,145.5162,0,0,-92.00539,4661.4375,2.4503636,-0.074573
2M00362972+5005186,apo25m,120-12,587.60944,0,0,-17.781557,4919.0938,2.4926927,-0.18653
2M15180145+0255565,apo25m,M5,218.27261,0,0,-10.337596,4182.9336,1.6093144,-0.32749
2M00381263+5724567,apo25m,120-06,528.81244,0,0,-84.423035,3979.1567,1.2442036,-0.21733
2M22225905+5259475,apo25m,101-04,144.69405,0,0,-72.38795,4512.0103,2.2990618,-0.19591
2M18565704+0031351,apo25m,034+00,266.34955,0,0,53.568993,4697.4233,2.420852,0.091462
2M03285159-0000009,apo25m,183-44_MGA,1440.4058,0,0,-79.217125,4317.4517,1.6150949,-0.74292
2M09200963-4109129,lco25m,266+06,111.45233,0,0,60.227295,4861.6367,2.4731662,-0.26039
2M16272524+4031476,apo25m,064+44_MGA,447.94302,0,0,19.52195,4884.0015,2.4419353,-0.37734
2M18161655+6516054,apo25m,CVZ_OB18_btx,137.65044,0,0,-24.643322,5859.79,4.1139135,2.2888009e-05
2M22552399+5924170,apo25m,109+00,101.46341,0,0,-95.484985,4655.9673,2.0444894,-0.43256
2M11512188+0645015,apo25m,266+64_btx,102.31816,0,0,9.024484,6046.893,4.199888,0.11934
2M05425117-0257326,apo25m,ORIONB-B,158.14326,0,0,18.081343,4780.0835,2.4322197,-0.073116
2M21012996+3624373,apo25m,079-06,391.00394,0,0,-45.974777,4204.756,1.6156609,-0.27148
2M18025723+6658355,apo25m,CVZTILE_098+30_btx,198.09924,0,0,-81.716774,4464.222,1.748076,-0.58199
2M11205547+2244335,apo25m,222+70_MGA,124.69912,0,0,-14.349411,5883.5815,4.1004057,-0.025848
2M16225303-4145099,lco25m,340+06,128.97098,0,0,-156.39124,4216.181,1.7608702,-0.073739
2M11035248+4738071,apo25m,160+61_MGA,791.6827,0,0,-72.52985,4640.0874,2.3756928,-0.0073013003
2M07573272-0506503,lco25m,225+12,202.86102,0,0,76.768875,4859.3223,2.29853,-0.44086
2M00220995-7203195,lco25m,47TUC,343.42786,0,0,-19.604782,4283.6255,1.3560271,-0.74968
2M18552989+4044033,apo25m,K13_071+16,117.28202,0,0,2.2585313,4853.3394,2.5348978,-0.128
2M18475610-2545312,apo25m,K2_C7_010-10,283.32288,0,0,-40.624706,4380.7285,2.142406,0.015442
2M22382012-0640383,apo25m,K2_C3_061-52_btx,129.82014,0,0,-8.009095,6083.7754,4.2230067,-0.11584
2M16010684+5324589,apo25m,083+47_MGA,526.32605,0,0,-7.215242,5656.1797,4.4979796,-0.0060329
2M21521673+6337541,apo25m,105+06,445.03052,0,0,-48.93042,4163.5503,1.5940084,-0.18654
2M08292056+1948044,apo25m,203+30_MGA,152.31781,0,0,-30.433872,6173.689,4.0729566,0.17111
2M07280501+4017386,apo25m,178+24_MGA,663.3985,0,0,-29.40951,4562.0225,2.5477176,0.2787
2M07444090+4026431,apo25m,178+26_MGA,462.06488,0,0,38.40798,3939.7283,1.6063414,0.33939
2M13573343-1409227,apo25m,K2_C6_327+45_btx,169.13889,0,0,-52.060844,4632.0513,2.483148,-0.31482
2M06350387+0550097,apo25m,HD46375,125.34994,0,0,82.11722,5078.936,2.9737213,-0.15459
2M22134251+4118057,apo25m,094-12,940.5644,0,0,5.2534313,4599.0503,2.1893463,-0.14186
2M18553211-2929153,lco25m,SGRC-4,218.11296,0,0,202.0296,4156.52,0.91983926,-1.1642
2M17220621+6102550,apo25m,CVZTILE_091+35_btx,331.15573,0,0,-79.989,4416.155,1.9952517,-0.47637
2M19291968+3915540,apo25m,K21_071+10,221.5334,0,0,-21.308945,4337.386,1.7316444,-0.37104
2M08194243+2312072,apo25m,199+30_MGA,235.67192,0,0,11.686573,4499.012,2.2519283,-0.25911
2M07404594+1719026,apo25m,203+18,860.10913,0,0,29.237907,4991.0996,2.6519682,-0.23876
2M18053475-2945059,apo25m,002-04,164.97926,0,0,78.99776,3797.233,0.8611442,-0.061778
2M03423704+1307592,apo25m,K2_C4_173-32_btx,122.31714,0,0,-9.866738,5026.3335,3.385073,-0.058907
2M22432874-1527591,lco25m,046-58-O,232.57353,0,0,-9.519881,5868.7383,3.993684,0.099119
2M18153667+6448435,apo25m,CVZ_OB18_btx,150.22092,0,0,-44.154373,5897.623,4.2830667,0.070322
2M18340000+1651380,apo25m,045+12,401.3644,0,0,-7.1788626,4751.7495,2.6997998,0.071871
2M07393344+4324551,apo25m,176+27_MGA,154.87556,0,0,-13.462644,5893.007,4.0662713,0.056289
2M14572950+3359015,apo25m,055+63_MGA,296.1852,0,0,-6.742842,4641.626,2.716167,-0.061268
2M07274118-2559107,lco25m,240-04,150.29422,0,0,94.92748,5092.328,2.7110524,-0.1741
2M06421882-6822587,lco25m,279-25-O_TESS,199.48415,0,0,18.428333,4810.903,3.0117853,0.16995
2M08104527-2014449,lco25m,240+08,231.39824,0,0,91.17872,4790.505,2.1300786,-0.37586
2M18020051-0300233,lco25m,025+10,183.23651,0,0,46.659386,4054.6475,1.5696979,0.022101
2M06094324-6409200,lco25m,LMC15,145.61273,0,0,356.3598,4034.3105,0.70450217,-1.1285
2M19395599+1533570,apo25m,053-04,939.7809,0,0,-10.263773,3925.0286,1.2923362,-0.14415
2M03313632+6412090,apo25m,140+06,395.9076,0,0,19.879078,4687.581,2.5221894,-0.1128
2M18041302-2631006,apo25m,004-02,104.00607,0,0,-111.05193,3828.8723,1.3716631,0.31187
2M19373650+4022557,apo25m,K20_073+09,830.6867,0,0,-16.309177,4735.258,2.5417476,0.14928
2M08062625+3952345,apo25m,180+31_MGA,131.32607,0,0,28.198652,4733.0005,2.4272888,-0.057627
2M05234305+1355044,apo25m,191-12,378.80667,0,0,42.49559,4686.039,2.535127,-0.12194
2M03002858+2534266,apo25m,155-27_btx,202.72244,0,0,-27.67479,4678.7163,2.2842832,-0.65431
2M17475526-2916125,lco25m,000+00-C,117.18192,0,0,233.50505,3317.6245,0.3338238,-0.096108
2M18494180-1438274,lco25m,020-06,146.15245,0,0,28.719248,4083.2625,1.4161706,-0.3586
2M06562037-6434093,lco25m,275-24-O_TESS,307.85663,0,0,36.452557,4600.3,2.8057077,0.33317
2M21081770+4901306,apo25m,090+00,131.7908,0,0,-15.101277,4776.731,2.4141586,-0.20058
2M05352577+1146357,apo25m,LAMBDAORI-A,111.08579,0,0,74.456055,4997.644,2.4727604,-0.4332
2M05055643+4124051,apo25m,165+00,187.09857,0,0,14.668728,4956.4136,2.5551608,-0.25125
2M16045875-4454355,lco25m,335+06,182.09923,0,0,-66.2014,3991.1406,1.1563151,-0.6357
2M07253475-2517279,lco25m,240-04,319.18967,0,0,13.317129,4984.759,2.8321574,0.03911
2M19110225+4341217,apo25m,K12_074+15,151.04062,0,0,-48.007095,4769.236,2.528785,-0.023102
2M05464811+0947558,apo25m,LAMBDAORI-C,159.54825,0,0,71.10165,4791.421,2.3137474,-0.25554
2M16531756+4724598,apo1m,calibration,195.94817,0,0,-66.36184,4259.295,1.7349441,-0.4317
2M14541855+3341528,apo25m,055+63_MGA,186.13638,0,0,-50.997494,4896.5493,2.3672814,-0.45187
2M03252031-0439188,apo1m,hip,172.18149,0,0,11.976038,5018.532,2.9914875,0.024571
2M00221742+5722368,apo25m,120-06,403.68542,0,0,-58.35542,4171.9214,1.4208438,-0.33656
2M05311768-8658033,lco25m,299-28-C,149.42033,0,0,31.764688,4806.9067,2.3315544,-0.40178
2M21541470+5348009,apo25m,098+00,466.74326,0,0,-16.393307,4986.8105,2.6804264,-0.11568
2M03434987+6944053,apo25m,IC342_MGA,230.38898,0,0,-33.40149,4745.336,2.39784,-0.29931
2M07294663-0758294,apo25m,225+04,122.32282,0,0,44.804184,4773.8374,2.8784497,-0.039047
2M10590822+4831015,apo25m,162+60_MGA,729.1324,0,0,-105.402626,4904.4243,2.37674,-0.57458
2M19351981-0329267,apo25m,034-12,116.328735,0,0,118.9108,4897.7217,2.3177693,-0.55398
2M18530193-2536556,lco25m,010-12,301.65598,0,0,-12.583558,4486.9634,2.3197284,0.045841
2M05353616+3252492,apo25m,176+00,517.74664,0,0,14.6365595,4112.3843,1.3260481,-0.37845
2M07363069+2948356,apo25m,191+22_MGA,1014.86633,0,0,33.77683,4688.9834,2.5707397,0.19837
2M18110966-1455379,lco25m,015+02,253.69724,0,0,-11.984855,3753.8718,1.1346302,0.19393
2M03264335+6213514,apo25m,140+06,332.65546,0,0,-43.181496,4126.9097,1.263577,-0.42058
2M15292775+5007365,apo25m,081+53_MGA,177.5264,0,0,-36.682972,4796.4526,2.7358627,-0.26331
2M09542058+3120352,apo25m,194+51_MGA,249.95386,0,0,78.132095,4971.8516,2.3496897,-0.68043
2M06461712-6441314,lco25m,275-25-O_TESS,113.640274,0,0,-4.8686614,4927.403,2.3959637,-0.38576
2M01174837+7424522,apo25m,125+12,133.46487,0,0,-52.82414,4613.6816,2.1080065,-0.39417
2M05525817+2018293,apo25m,Berkeley_21_btx,583.7822,0,0,0.8831695,3895.1238,0.84165066,-0.39386
2M23051724-0045161,apo25m,075-53_MGA,133.73698,0,0,41.798935,4940.202,2.8623598,-0.43012
2M17055616-3439207,lco25m,350+04,105.22273,0,0,28.113068,4275.758,1.3814597,-0.73184
2M04440098+3912199,apo25m,165-04,597.2796,0,0,-56.6513,4856.8784,2.669749,0.050306
2M00350570+6252377,apo25m,120+00,352.9782,0,0,-10.456128,4669.2603,1.9539738,-0.44651
2M19284376+4632360,apo25m,K10_079+12,270.40222,0,0,1.464037,4390.863,1.8225327,-0.21246
2M05102359-7044056,lco25m,LMC_VdS,235.93079,0,0,21.734695,5895.1387,4.1378284,0.064951
2M17115114+5710413,apo25m,085+35_MGA,374.42865,0,0,-15.35598,5996.2544,3.8917072,-0.0523
2M07402554+0352277,apo25m,214+12,798.6952,0,0,56.051304,4211.1484,1.3191776,-0.43065
2M20004957+4501281,apo25m,K14_080+08,515.4206,0,0,-21.798197,4562.3994,2.4614775,0.25799
2M18161788+0221242,apo25m,030+08,104.943665,0,0,22.586359,4612.548,2.8502269,0.28165
2M09113005+3747559,apo25m,186+42,401.93234,0,0,41.537987,4622.9277,2.3366508,-0.34542
2M17420757-2859139,lco25m,000+00-C,103.183235,0,0,-91.913536,3294.9636,0.56966364,0.29136
2M23273960-0153157,apo25m,K2_C12_082-57_btx,239.51721,0,0,14.7466545,4822.616,2.5362833,-0.21571
2M07213148-6051072,lco25m,273-20-O_TESS,141.88101,0,0,0.39012474,6117.9385,3.8013039,-0.34947
2M06272614+1140244,apo25m,199+00,916.1587,0,0,65.363266,3766.921,1.221746,0.18202
2M03352813+6339135,apo25m,140+06,825.6636,0,0,-16.998592,4160.25,1.1933568,-0.69165
2M08333324+2700552,apo25m,198+33_MGA,397.0694,0,0,26.61767,4465.9697,2.0888655,-0.2139
2M07493573-6347249,lco25m,276-19-O,908.57074,0,0,18.20684,4248.514,1.0955656,-0.60231
2M01071877-7622301,lco25m,SMC4,266.74255,0,0,39.29313,6074.71,4.294741,-0.23075
2M21505346+5517278,apo25m,100+00,129.96153,0,0,-37.71542,4813.9014,2.6683345,0.092724
2M07321370-6200404,lco25m,274-18-O_TESS,118.47872,0,0,38.575012,4758.824,2.4536536,-0.36218
2M21071710+4848002,apo25m,090+00,290.32492,0,0,-4.888022,4589.104,2.5408795,-0.2566
2M05455634-5704072,lco25m,265-31-O_TESS,283.70123,0,0,16.229797,4665.894,2.3815975,0.073458
2M16055675+2504556,apo25m,041+47_MGA,630.4927,0,0,16.150126,4768.8047,2.4071915,-0.19367
2M19310428+3818233,apo25m,K21_071+10,182.38724,0,0,43.617737,4815.4805,2.450469,-0.11294
2M05225771+3846546,apo25m,169+00,238.38257,0,0,-19.877787,3758.3018,1.1790683,0.26559
2M23144639+3446419,apo25m,101-24_btx,306.41772,0,0,-15.052276,4940.7017,3.286453,0.017991
2M19515795+1905082,apo25m,M71,666.3064,0,0,-41.346653,4786.6147,2.577514,0.059514
2M18020700-4813557,lco25m,345-12,108.283356,0,0,-29.15756,4679.9326,2.7400906,0.15375
2M04474302-6505335,lco25m,276-38-O_TESS,142.08218,0,0,23.748922,5974.869,4.063875,0.03406
2M02454672+0109092,apo25m,172-52_MGA,414.8705,0,0,-54.783463,4908.878,2.3622372,-0.58136
2M16202728+3332313,apo25m,053+46_MGA,305.48254,0,0,-2.4816356,6319.7446,3.736308,-0.41187
2M15231672+3628365,apo25m,058+57,259.00644,0,0,17.702267,6071.8555,4.0291433,-0.12426
2M06553404-0836383,apo25m,221-04,254.10722,0,0,24.880999,4859.003,2.7247458,0.23552
2M18123962-2746180,lco25m,003-05-O,216.96391,0,0,67.29606,4052.3867,0.9026376,-1.049
2M16430265+2611493,apo25m,047+39_MGA,513.0864,0,0,-57.571,5022.495,3.2873232,-0.40155
2M11083081-6055025,lco25m,291-00-C,662.6455,0,0,14.163632,3899.2449,0.91803515,-0.36012
2M14575161+4216134,apo25m,070+60,279.46417,0,0,-19.041878,5933.429,4.239942,-0.12699
2M16473994-1959142,apo25m,K2_C2_000+16,143.70999,0,0,37.70427,4667.8066,2.2784088,-0.53292
2M16054008+3816543,apo25m,063+47_MGA,304.44156,0,0,-20.825691,4818.153,2.9819794,0.14831
2M05123952-6312336,lco25m,LMC7,131.6097,0,0,310.68515,4008.6343,0.689784,-0.7825
2M13421024+3517183,apo25m,072+76_MGA,867.9964,0,0,-28.885942,4681.1616,2.4329789,0.079601
2M04582639+4020398,apo25m,165+00,129.19603,0,0,29.794645,4823.464,2.509056,-0.22104
2M18332488+0348482,apo25m,034+06,172.73462,0,0,42.149822,4596.462,2.4670737,0.30569
2M18171151-1652262,lco25m,015+00,120.45309,0,0,-58.438354,4795.1064,3.2226937,0.21626
2M07545569-0450330,lco25m,225+12,139.53217,0,0,58.58137,4691.796,2.5374691,-0.1439
2M18093279-2309442,apo25m,008-02,273.41742,0,0,-53.873016,3320.5447,0.6818594,0.29854
2M11111544+4334471,apo25m,168+63_MGA,218.46625,0,0,-3.4830282,6240.3115,3.9977818,-0.49885
2M09392912+3505292,apo25m,191+50_MGA,470.9637,0,0,55.409283,4246.8643,1.7464299,-0.040132
2M19122838-1200255,lco25m,025-10,106.16643,0,0,93.10664,4470.8125,1.7174199,-0.66442
2M06523367-0529119,apo25m,COROTA2,185.15742,0,0,50.469498,5039.42,2.8398416,0.046644
2M06443062+4741488,apo25m,169+18_btx,884.6881,0,0,3.3246577,4360.1094,1.7118042,-0.40476
2M06522875-7938583,lco25m,292-26,184.50859,0,0,4.33973,5465.8896,4.511398,-0.0079999
2M19121474-6023221,lco25m,N6752,961.291,0,0,-3.9433682,4185.7275,1.2632096,-0.92772
2M02390780+0012065,apo25m,172-52_MGA,251.54202,0,0,21.102875,6056.787,4.02837,0.071082
2M04142369-1015226,apo1m,hip,451.1337,0,0,6.195792,4596.814,2.518084,0.13608
2M19133928+4553441,apo25m,K06_078+16,185.58304,0,0,-88.00029,4805.7676,2.4900746,-0.39104
2M06492729+4601106,apo25m,169+18_btx,366.5862,0,0,-9.638882,4810.1846,2.4716268,-0.090499
2M03594530-7212144,lco25m,286-39-O_TESS,510.156,0,0,-6.594801,4711.8276,2.4215233,-0.22261
2M07574133+1853232,apo25m,204+22,234.91798,0,0,-10.131005,4871.194,2.4599276,-0.26112
2M17220534+6206302,apo25m,CVZTILE_091+35_btx,189.50977,0,0,-48.397858,4706.6743,2.981596,0.17792
2M19244752+3649583,apo25m,K21_071+10,361.1849,0,0,-3.6319737,4349.8086,1.6772742,-0.39693
2M04360278+3917578,apo25m,CA_163-05_btx,1003.87897,0,0,1.1184005,4531.211,2.2522595,0.041245
2M21530030-0825146,apo25m,048-43_MGA,170.12434,0,0,-2.7651548,4855.066,2.8402188,-0.57004
2M18223334-1120502,apo25m,020+02,249.36115,0,0,-11.449106,3574.366,1.0098948,0.29363
2M17585763-5320199,lco25m,340-14,304.77817,0,0,-28.860245,3794.0312,0.8764732,-0.61901
2M17371700-3255252,lco25m,355+00,124.12832,0,0,-111.41877,4222.627,1.8461163,0.27772
2M06033180+2309081,apo25m,188+00,127.439896,0,0,12.27524,4927.3364,2.443013,-0.42555
2M20022644+6744255,apo25m,CVZ_OB05_btx,425.4549,0,0,-34.13177,4167.72,1.3867111,-0.28853
2M12253285-6316524,lco25m,300+00,134.5905,0,0,40.459377,4677.8354,2.1781793,0.06056
2M08504704+1210128,apo25m,GD1-2,195.96829,0,0,33.60125,5736.8633,3.8068204,0.073977
2M13053021+2454415,apo25m,357+85_MGA,734.49023,0,0,-60.632187,4872.0815,2.4532843,-0.39431
2M19022506+4315255,apo25m,K12_074+15,170.21956,0,0,-34.786064,4722.124,2.9541276,-0.061624
2M07172579+0508073,apo25m,210+08,172.56561,0,0,77.05275,4225.817,1.5250897,-0.45374
2M07544037+1902238,apo25m,202+21_MGA,232.78139,0,0,73.88074,4870.596,2.4178128,-0.3703
2M05184177+4834480,apo25m,160+06,128.1507,0,0,-17.402344,4906.2275,2.5382822,-0.11963
2M08001046+1745026,apo25m,204+22,631.01843,0,0,191.72838,4260.071,1.689492,-0.5591
2M06154287-1835575,lco25m,N2204,181.85672,0,0,66.22709,4541.423,2.3593628,0.10137
2M05050164-6518285,lco25m,LMC6,251.35112,0,0,66.912056,4830.6333,3.1363409,-0.15363
2M13594559-6100100,lco25m,311+00,291.06604,0,0,-55.455746,4923.789,2.55128,-0.23
2M23071064-0205543,apo25m,K2_C12_072-54_btx,101.664246,0,0,-22.94766,5922.731,4.2066007,0.26937
2M06071262-0616495,apo25m,214-12,520.77594,0,0,27.82697,4239.379,1.850769,-0.046583
2M01222432+7509095,apo25m,125+12,240.78554,0,0,-88.840996,4191.8096,1.3959961,-0.48584
2M21340237+4600124,apo25m,090-04,584.4542,0,0,19.498058,4940.412,2.87466,-0.17557
2M22260061-5029247,lco25m,JHelum3,760.3744,0,0,14.172621,4426.8315,1.832555,-0.93186
2M14213861+4321376,apo25m,080+66_MGA,280.93555,0,0,-34.33536,5880.928,4.116247,-0.13441
2M15472955-4943375,lco25m,330+04,149.90305,0,0,-67.911125,4693.895,2.5893815,-0.21477
2M21263879+5647490,apo25m,098+04,122.922676,0,0,-124.157265,4474.571,1.9817085,-0.20889
2M18522676-2538187,lco25m,010-12,177.09322,0,0,32.705193,4406.8145,2.5195055,0.35596
2M08082987+2125342,apo25m,201+26_btx,112.544106,0,0,35.691883,4987.178,2.4008882,-0.48171
2M05450811+1924349,apo25m,188-04,107.55394,0,0,10.145562,4656.203,2.1143758,-0.36133
2M03572184+2421225,apo25m,K2_C4_168-21_btx,397.47937,0,0,5.7974706,4098.1826,1.1638424,-0.59322
2M09551502-3950461,lco25m,270+12,293.46695,0,0,29.657303,4932.583,2.4548962,-0.3177
2M05281800+3545224,apo25m,173+00,1047.4971,0,0,5.932723,4945.4717,2.661323,-0.03439
2M06311665-6036268,lco25m,269-26-O_TESS,262.10342,0,0,21.515001,5039.4106,3.2536776,-0.29137
2M17353346-3859349,lco25m,350-04,336.55145,0,0,-102.53091,3905.9712,1.4627364,0.16832
2M13433046+3551034,apo25m,078+76_MGA,687.3054,0,0,-23.885614,4745.665,2.412353,-0.098962
2M04124154+4744247,apo25m,154-04,130.02754,0,0,-10.003496,4787.004,2.162704,-0.4346
2M00260027+6343287,apo25m,120+00,120.14331,0,0,-64.32533,5101.0415,2.9074407,-0.041827
2M18550169+1355553,apo25m,045+06,220.57028,0,0,-26.775984,4735.6704,2.4750345,-0.029361
2M18453552-0157319,apo25m,030+00,294.38474,0,0,39.206085,4659.472,2.4673393,0.18184
2M16523030+6952226,apo25m,CVZTILE_102+35_btx,255.06491,0,0,-56.307964,4855.576,2.4602578,-0.16527
2M17543386-2440302,lco25m,005+00,228.70068,0,0,-9.125998,4276.287,2.043924,0.23324
2M06221782-0400510,apo25m,214-08,362.75684,0,0,65.90647,4129.6025,1.3432899,-0.32778
2M22243423-1430033,lco25m,045-54-O,467.3347,0,0,-33.586384,4541.431,2.3512645,0.23279
2M16343107+4107061,apo25m,066+42_MGA,179.31265,0,0,-80.508484,4996.5854,2.3859935,-0.68485
2M11314661+2203297,apo25m,222+71_MGA,760.8771,0,0,-3.4612947,4230.73,1.5565317,-0.55323
2M05165093+2517368,apo25m,180-08,275.70316,0,0,61.11426,4931.594,2.777348,-0.063858
2M16594837-2143231,apo25m,000+12,147.89333,0,0,67.00301,4099.682,1.3867426,-0.56617
2M08200964+3217477,apo25m,SGR1,157.09055,0,0,-0.2655685,4723.153,2.8709924,-0.087696
2M22435261+0609133,apo25m,075-45,223.19434,0,0,-39.15612,4430.5083,2.112731,-0.42039
2M18463217+6154085,apo25m,CVZ_OB07_btx,344.05392,0,0,-9.177173,4968.351,3.0222363,-0.079508
2M17595047-3042081,lco25m,000-04,445.93817,0,0,163.69058,3235.1226,0.48404306,0.25906
2M07443358+3804491,apo25m,181+27_MGA,507.1407,0,0,1.1507946,4553.5767,2.0623772,-0.21742
2M05373778+3101184,apo25m,176+00,295.8154,0,0,25.452831,4084.0352,1.3429277,-0.27355
2M09120413-6450223,lco25m,N2808,292.06253,0,0,102.44826,4246.343,1.0982437,-1.065
2M05292579+0146273,apo25m,ORIONOB1AB-E,118.18995,0,0,60.99904,4568.197,1.8912022,-0.4893
2M11111830+5003464,apo25m,157+60_MGA,779.00183,0,0,-27.554613,4650.1826,2.3325279,-0.34549
